steps,time,reward,delta,converged
1,0.0,0.6666666666666666,0.3333333333333333,False
2,0.0,1.2866666666666666,0.19999999999999998,False
3,0.0,1.8644666666666665,0.12299999999999997,False
4,0.0,2.3568566666666664,0.08072999999999997,False
5,0.0,2.781427886666666,0.059588999999999975,False
6,0.0,3.149568172466666,0.04469822999999998,False
7,0.009999999999990905,3.4690578676106654,0.03489970859999997,False
8,0.009999999999990905,3.746850334468946,0.026345637179999992,False
9,0.010000000000019327,3.9889305971124474,0.021548948181299987,False
10,0.009999999999990905,4.200402613109285,0.017173783938411014,False
11,0.009999999999990905,4.385461107871551,0.013422591289242905,False
12,0.010000000000019327,4.547434120211877,0.011165773086565814,False
13,0.009999999999990905,4.689065206822849,0.00904400079726285,False
14,0.009999999999990905,4.812706514412149,0.007239984395702552,False
15,0.010000000000019327,4.920424554976443,0.006050805626070299,False
16,0.0,5.014060406387363,0.0049598687322428,False
17,0.0,5.095268347389079,0.004020882776720552,False
18,0.0,5.165541209527618,0.0033764631365434256,False
19,0.0,5.226226429634406,0.0027925028856481127,False
20,0.0,5.278536396233132,0.002282358603266116,False
21,0.0,5.323556166955281,0.0019226285178224264,False
22,0.009999999999990905,5.362250806236894,0.0016010293432501058,False
23,0.010000000000019327,5.395473414204883,0.0013197679707435683,False
24,0.009999999999990905,5.423973363031319,0.0011109264698816908,False
25,0.009999999999990905,5.448405560244716,0.0009300981759045868,False
26,0.010000000000019327,5.469339735198594,0.0007718082865384203,False
27,0.009999999999990905,5.487269634196546,0.0006490160803409376,False
28,0.009999999999990905,5.502621803962515,0.0005457361285961526,False
29,0.010000000000019327,5.515763790651332,0.0004552666620798486,False
30,0.0,5.527011657042939,0.0003824149365091855,False
31,0.0,5.536636773753732,0.0003227072859113729,False
32,0.0,5.54487187918886,0.00027037874330787526,False
33,0.0,5.551916436550123,0.00022686587992725663,False
34,0.0,5.557941324300928,0.00019201508642199133,False
35,0.0,5.563092913296323,0.0001614599995635839,False
36,0.0,5.567496588841998,0.0001353391543568276,False
37,0.009999999999990905,5.571259778225684,0.00011483930585647235,False
38,0.009999999999990905,5.5744749756538345,9.686144524213847e-05,False
39,0.010000000000019327,5.577221232241661,8.12619801951707e-05,False
40,0.009999999999990905,5.579566215753623,6.899453022631875e-05,False
41,0.009999999999990905,5.581567941223791,5.8350746944608144e-05,False
42,0.010000000000019327,5.5832760804234915,4.910359032534546e-05,False
43,0.009999999999990905,5.58473323211337,4.165559780410898e-05,False
44,0.009999999999990905,5.585975875733894,3.531940178806356e-05,False
45,0.0,5.587035330774618,2.9808024408235073e-05,False
46,0.0,5.5879383149194215,2.5343308380512252e-05,False
47,0.0,5.588707705766459,2.1545822558869093e-05,False
48,0.0,5.589363071589436,1.838270520489074e-05,False
49,0.0,5.58992113403043,1.6375967264257085e-05,False
50,0.0,5.590396225817786,1.4527099503003783e-05,False
51,0.009999999999990905,5.590800570739472,1.282138784634867e-05,False
52,0.009999999999990905,5.591144598713154,1.124630113774833e-05,False
53,0.010000000000019327,5.591437220491977,9.808560595300688e-06,True
