steps,time,reward,delta,converged
1,0.0,-0.19999999999999998,1.0,False
2,0.009999999999990905,-0.13214285714285717,1.0,False
3,0.0,-0.16923076923076924,1.0,False
4,0.0,-0.15625,1.0,False
5,0.0,-0.16428571428571428,1.0,False
6,0.0,-0.19,1.0,False
7,0.009999999999990905,-0.11525423728813551,1.0,False
8,0.0,-0.15625,1.0,False
9,0.0,-0.12250000000000005,1.0,False
10,0.0,-0.14736842105263162,1.0,False
11,0.0,-0.16923076923076924,1.0,False
12,0.020000000000095497,-0.1061224489795916,1.0,False
13,0.0,-0.11153846153846139,1.0,False
14,0.0,-0.25,1.0,False
15,0.0,-0.16000000000000003,1.0,False
16,0.009999999999990905,-0.11216216216216203,1.0,False
17,0.0,-0.13913043478260873,1.0,False
18,0.0,-0.2125,1.0,False
19,0.009999999999990905,-0.15625,1.0,False
20,0.0,-0.12368421052631584,1.0,False
21,0.0,-0.13103448275862073,1.0,False
22,0.0,-0.12500000000000006,1.0,False
23,0.009999999999990905,-0.13000000000000003,1.0,False
24,0.0,-0.12307692307692314,1.0,False
25,0.0,-0.12368421052631584,1.0,False
26,0.009999999999990905,-0.11097560975609741,1.0,False
27,0.009999999999990905,-0.11111111111111095,1.0,False
28,0.0,-0.1140624999999999,1.0,False
29,0.0,-0.14500000000000002,1.0,False
30,0.0,-0.15294117647058827,1.0,False
31,0.0,-0.11304347826086944,1.0,False
32,0.009999999999990905,-0.11285714285714274,1.0,False
33,0.0,-0.12500000000000006,1.0,False
34,0.0,-0.13333333333333336,1.0,False
35,0.0,-0.13333333333333336,1.0,False
36,0.01999999999998181,-0.1061643835616436,1.0,False
37,0.009999999999990905,-0.1061643835616436,1.0,False
38,0.0,-0.12647058823529417,1.0,False
39,0.0,-0.14500000000000002,1.0,False
40,0.0,-0.12045454545454547,1.0,False
41,0.0,-0.12045454545454547,1.0,False
42,0.009999999999990905,-0.10756302521008382,1.0,False
43,0.0,-0.11084337349397574,1.0,False
44,0.010000000000104592,-0.12195121951219516,1.0,False
45,0.0,-0.13333333333333336,1.0,False
46,0.0,-0.13461538461538464,1.0,False
47,0.0,-0.17499999999999996,1.0,False
48,0.009999999999990905,-0.13214285714285717,1.0,False
49,0.0,-0.13000000000000003,1.0,False
50,0.0,-0.11730769230769227,1.0,False
51,0.009999999999990905,-0.10999999999999982,1.0,False
52,0.0,-0.15294117647058827,1.0,False
53,0.009999999999990905,-0.12142857142857147,1.0,False
54,0.0,-0.11836734693877549,1.0,False
55,0.0,-0.12432432432432436,1.0,False
56,0.0,-0.15294117647058827,1.0,False
57,0.009999999999990905,-0.14090909090909093,1.0,False
58,0.0,-0.12571428571428578,1.0,False
59,0.0,-0.11232876712328754,1.0,False
60,0.0,-0.12368421052631584,1.0,False
61,0.0,-0.16923076923076924,1.0,False
62,0.009999999999990905,-0.11249999999999988,1.0,False
63,0.0,-0.12647058823529417,1.0,False
64,0.0,-0.2125,1.0,False
65,0.0,-0.15294117647058827,1.0,False
66,0.0,-0.15294117647058827,1.0,False
67,0.0,-0.19,1.0,False
68,0.009999999999990905,-0.12500000000000006,1.0,False
69,0.0,-0.14285714285714288,1.0,False
70,0.0,-0.13461538461538464,1.0,False
71,0.0,-0.12571428571428578,1.0,False
72,0.009999999999990905,-0.12571428571428578,1.0,False
73,0.009999999999990905,-0.1079646017699113,1.0,False
74,0.0,-0.12812500000000004,1.0,False
75,0.0,-0.13214285714285717,1.0,False
76,0.0,-0.13913043478260873,1.0,False
77,0.009999999999990905,-0.11267605633802805,1.0,False
78,0.0,-0.12727272727272732,1.0,False
79,0.0,-0.14500000000000002,1.0,False
80,0.009999999999990905,-0.13333333333333336,1.0,False
81,0.0,-0.11097560975609741,1.0,False
82,0.010000000000104592,-0.12000000000000001,1.0,False
83,0.0,-0.13333333333333336,1.0,False
84,0.0,-0.14090909090909093,1.0,False
85,0.0,-0.13333333333333336,1.0,False
86,0.009999999999990905,-0.12727272727272732,1.0,False
87,0.0,-0.16428571428571428,1.0,False
88,0.009999999999990905,-0.10520231213872817,1.0,False
89,0.009999999999990905,-0.10775862068965496,1.0,False
90,0.0,-0.11384615384615374,1.0,False
91,0.009999999999990905,-0.10756302521008382,1.0,False
92,0.0,-0.16923076923076924,1.0,False
93,0.0,-0.11058823529411749,1.0,False
94,0.01999999999998181,-0.10443349753694589,1.0,False
95,0.0,-0.14500000000000002,1.0,False
96,0.0,-0.14736842105263162,1.0,False
97,0.0,-0.12045454545454547,1.0,False
98,0.009999999999990905,-0.16428571428571428,1.0,False
99,0.0,-0.14285714285714288,1.0,False
100,0.0,-0.11071428571428556,1.0,False
101,0.009999999999990905,-0.1072580645161288,1.0,False
102,0.009999999999990905,-0.13103448275862073,1.0,False
103,0.0,-0.11874999999999998,1.0,False
104,0.0,-0.12045454545454547,1.0,False
105,0.009999999999990905,-0.12903225806451618,1.0,False
106,0.0,-0.11666666666666661,1.0,False
107,0.009999999999990905,-0.1104651162790696,1.0,False
108,0.0,-0.13214285714285717,1.0,False
109,0.0,-0.11914893617021276,1.0,False
110,0.010000000000104592,-0.16428571428571428,1.0,False
111,0.0,-0.12307692307692314,1.0,False
112,0.0,-0.11384615384615374,1.0,False
113,0.009999999999990905,-0.11551724137931027,1.0,False
114,0.0,-0.1160714285714285,1.0,False
115,0.009999999999990905,-0.11914893617021276,1.0,False
116,0.0,-0.18181818181818182,1.0,False
117,0.0,-0.11323529411764695,1.0,False
118,0.009999999999990905,-0.10999999999999982,1.0,False
119,0.009999999999990905,-0.10569620253164531,1.0,False
120,0.009999999999990905,-0.11636363636363631,1.0,False
121,0.0,-0.16923076923076924,1.0,False
122,0.009999999999990905,-0.11058823529411749,1.0,False
123,0.0,-0.13214285714285717,1.0,False
124,0.0,-0.11304347826086944,1.0,False
125,0.009999999999990905,-0.1090909090909089,1.0,False
126,0.01999999999998181,-0.10456852791878177,1.0,False
127,0.0,-0.14500000000000002,1.0,False
128,0.0,-0.11799999999999997,1.0,False
129,0.009999999999990905,-0.10989010989010971,1.0,False
130,0.0,-0.14500000000000002,1.0,False
131,0.0,-0.14500000000000002,1.0,False
132,0.009999999999990905,-0.12093023255813956,1.0,False
133,0.0,-0.13214285714285717,1.0,False
134,0.0,-0.27999999999999997,1.0,False
135,0.010000000000104592,-0.12045454545454547,1.0,False
136,0.0,-0.10762711864406758,1.0,False
137,0.009999999999990905,-0.13913043478260873,1.0,False
138,0.0,-0.17499999999999996,1.0,False
139,0.0,-0.14285714285714288,1.0,False
140,0.009999999999990905,-0.11011235955056163,1.0,False
141,0.0,-0.14736842105263162,1.0,False
142,0.0,-0.12045454545454547,1.0,False
143,0.009999999999990905,-0.11551724137931027,1.0,False
144,0.01999999999998181,-0.10354330708661452,1.0,False
145,0.0,-0.13600000000000004,1.0,False
146,0.009999999999990905,-0.1104651162790696,1.0,False
147,0.0,-0.11168831168831155,1.0,False
148,0.0,-0.14285714285714288,1.0,False
149,0.01999999999998181,-0.10523255813953472,1.0,False
150,0.0,-0.10857142857142837,1.0,False
151,0.009999999999990905,-0.11058823529411749,1.0,False
152,0.01999999999998181,-0.10443349753694589,1.0,False
153,0.0,-0.13333333333333336,1.0,False
154,0.009999999999990905,-0.11267605633802805,1.0,False
155,0.0,-0.13000000000000003,1.0,False
156,0.0,-0.11058823529411749,1.0,False
157,0.010000000000104592,-0.11249999999999988,1.0,False
158,0.009999999999990905,-0.07799999999999997,1.0,False
159,0.0,-0.11034482758620673,1.0,False
160,0.009999999999990905,-0.11956521739130435,1.0,False
161,0.0,-0.11249999999999988,1.0,False
162,0.009999999999990905,-0.11304347826086944,1.0,False
163,0.0,-0.12647058823529417,1.0,False
164,0.0,-0.13103448275862073,1.0,False
165,0.009999999999990905,-0.12500000000000006,1.0,False
166,0.0,-0.11914893617021276,1.0,False
167,0.0,-0.12195121951219516,1.0,False
168,0.009999999999990905,-0.2285714285714286,1.0,False
169,0.0,-0.11285714285714274,1.0,False
170,0.009999999999990905,-0.11551724137931027,1.0,False
171,0.009999999999990905,-0.11551724137931027,1.0,False
172,0.0,-0.11666666666666661,1.0,False
173,0.0,-0.19,1.0,False
174,0.009999999999990905,-0.11525423728813551,1.0,False
175,0.009999999999990905,-0.10652173913043454,1.0,False
176,0.0,-0.14285714285714288,1.0,False
177,0.0,-0.13000000000000003,1.0,False
178,0.009999999999990905,-0.11124999999999985,1.0,False
179,0.0,-0.11451612903225797,1.0,False
180,0.0,-0.16428571428571428,1.0,False
181,0.009999999999990905,-0.10927835051546374,1.0,False
182,0.0,-0.12432432432432436,1.0,False
183,0.0,-0.13103448275862073,1.0,False
184,0.0,-0.13103448275862073,1.0,False
185,0.009999999999990905,-0.11097560975609741,1.0,False
186,0.0,-0.13333333333333336,1.0,False
187,0.0,-0.11914893617021276,1.0,False
188,0.009999999999990905,-0.12000000000000001,1.0,False
189,0.0,-0.111392405063291,1.0,False
190,0.009999999999990905,-0.11914893617021276,1.0,False
191,0.0,-0.11034482758620673,1.0,False
192,0.01999999999998181,-0.10538922155688603,1.0,False
193,0.0,-0.13103448275862073,1.0,False
194,0.009999999999990905,-0.10697674418604629,1.0,False
195,0.009999999999990905,-0.11022727272727256,1.0,False
196,0.0,-0.11363636363636354,1.0,False
197,0.009999999999990905,-0.10769230769230748,1.0,False
198,0.009999999999990905,-0.10947368421052613,1.1,False
199,0.0,-0.15000000000000002,1.1,False
200,0.0,-0.2285714285714286,1.1,False
201,0.009999999999990905,-0.11011235955056163,1.1,False
202,0.0,-0.12500000000000006,1.1,False
203,0.009999999999990905,-0.11363636363636354,1.1,False
204,0.0,-0.15294117647058827,1.1,False
205,0.009999999999990905,-0.10756302521008382,1.1,False
206,0.0,-0.12142857142857147,1.1,False
207,0.010000000000104592,-0.11199999999999986,1.1,False
208,0.0,-0.11111111111111095,1.1,False
209,0.009999999999990905,-0.1059210526315787,1.1,False
210,0.009999999999990905,-0.1140624999999999,1.1,False
211,0.0,-0.11525423728813551,1.1,False
212,0.009999999999990905,-0.12142857142857147,1.1,False
213,0.0,-0.08135593220338976,1.1,False
214,0.009999999999990905,-0.1104651162790696,1.1,False
215,0.0,-0.12195121951219516,1.1,False
216,0.0,-0.18181818181818182,1.1,False
217,0.009999999999990905,-0.13214285714285717,1.1,False
218,0.0,-0.11124999999999985,1.1,False
219,0.009999999999990905,-0.11636363636363631,1.1,False
220,0.009999999999990905,-0.10731707317073148,1.1,False
221,0.009999999999990905,-0.10511363636363624,1.1,False
222,0.0,-0.11343283582089542,1.1,False
223,0.0,-0.10803571428571408,1.1,False
